Student_ID	Program	Term	Course	Title	Grade	Credit_Hrs	Grade_Pts	Section	Int_Transfers	Notes_Codes
5091054	BSE.UNDC	2018/FA	CS*1003	PROG & PROBLEM SOLVING FOR ENG	A+	4.00	17.2	FR01A	BSSWE	
5091054	BSE.UNDC	2018/FA	ENGG*1001	ENG PRACTICE LECTURE SERIES	CR	0.00		FR01A	BSSWE	
5091054	BSE.UNDC	2018/FA	ENGG*1003	ENG. TECHNICAL COMMUNICATIONS	A	4.00	16.0	FR01A	BSSWE	
5091054	BSE.UNDC	2018/FA	ENGG*1015	INTRO TO ENG DESIGN & PROB SOL	B	2.00	6.0	FR01A	BSSWE	
5091054	BSE.UNDC	2018/FA	MATH*1003	INTROD TO CALCULUS I	A	3.00	12.0	FR01A	BSSWE	
5091054	BSE.UNDC	2018/FA	MATH*1503	INTRODUC.TO LINEAR ALGEBRA	A+	3.00	12.9	FR01A	BSSWE	
5091054	BSE.UNDC	2018/FA	PHYS*1081	FOUNDATIONS OF PHYS FOR ENGG	B	5.00	15.0	FR02A	BSSWE	
5091054	BSSWE	2019/WI	CHEM*1982	GENERAL APPLIED CHEMISTRY	B	3.00	9.0	FR01B		
5091054	BSSWE	2019/WI	CS*1073	INTR COMP PROG I (IN JAVA)	A+	4.00	17.2	FR01B		
5091054	BSSWE	2019/WI	CHEM*1987	GENERAL APPLIED CHEMISTRY LAB	C	2.00	4.0	FR04B		
5091054	BSSWE	2019/WI	MATH*1013	INTRO TO CALCULUS II	B	3.00	9.0	FR06B		
5091054	BSSWE	2019/WI	ECE*1813	ELECTRICITY & MAGNETISM	B-	4.00	10.8	FR03B		
5091054	BSSWE	2019/WI	CS*1303	DISCRETE STRUCTURES	A+	4.00	17.2	FR01B		
5091054	BSSWE	2019/FA	CS*1083	INTRO COMP PROG II (IN JAVA)	C+	4.00	9.2	FR01A		
5091054	BSSWE	2019/FA	ECE*2214	DIGITAL LOGIC DESIGN	C-	3.00	6.90	FR01A		
5091054	BSSWE	2019/FA	ECE*2215	DIGITAL LOGIC DESIGN LAB	A+	1.00	4.3	FR02A		
5091054	BSSWE	2019/FA	ECE*2701	ELECTR.CIRCUITS & ELECTRONICS	A+	4.00	17.2	FR01A		
5091054	BSSWE	2019/FA	RCLP*2042	SCIENCE AND SOCIETY	A+	3.00	12.9	FR01A		
5091054	BSSWE	2019/FA	INFO*1103	DATA & INFORMATION MANAGEMENT	C	4.00	8.0	FR01A		
5091054	BSSWE	2020/WI	CS*COOP	CO-OP WORK TERM		0.00		FR01B		
5091054	BSSWE	2020/SM	CS*2263	SYSTEMS SOFTWARE DEVELOPMENT	A	4.00	16.0	FRE1A		
5091054	BSSWE	2020/SM	CS*2333	COMPUTAB.& FORMAL LANG.	A-	4.00	14.8	FRE1A		
5091054	BSSWE	2020/SM	STAT*2593	PROB STATS FOR ENGIN	A	3.00	12.0	FRE1A		
5091054	BSSWE	2020/FA	CS*2043	SOFTWARE ENGINEERING I	B	4.00	12.0	FR01A		
5091054	BSSWE	2020/FA	CS*2383	DATA STRUCTURES AND ALGORITHMS	A-	4.00	14.8	FR01A		
5091054	BSSWE	2020/FA	CS*2613	PROG LANG LAB	C	4.00	8.0	FR01A		
5091054	BSSWE	2021/WI	CS*3503	SYST. ANAL., DESIGN & PRO.MGMT	A+	4.00	17.2	FR01B		
5091054	BSSWE	2021/WI	CS*2413	INFORMATION SECURITY	C	4.00	8.0	FR01B		
5091054	BSSWE	2021/WI	ME*3232	ENGINEERING ECONOMICS	A-	3.00	11.1	FR01B		
5091054	BSSWE	2021/WI	SWE*4403	SOFTWARE ARCH.& DESIGN PATTERN	B	4.00	12.0	FR01B		
5091054	BSSWE	2021/WI	ASTR*1013	ELEMENTARY ASTRONOMY	C	3.00	6.0	FR01B		
5091054	BSSWE	2020/FA	ECE*2021	ELECTRICAL DESIGN EXPER & MEAS	C	2.00	4.0	FR02A		
5091054	BSSWE	2020/FA	HIST*3415	AMERICA AT THE MOVIES	A	3.00	12.0	FR01A		
5091054	BSSWE	2022/WI	CS*2063	INTRO TO MOBILE APPLICATION DEVELOPMENT		4.00		FR01B		
5091054	BSSWE	2022/WI	CS*2053	INTRO TO GAME DEVELOPMENT		4.00		FR01B		
5091054	BSSWE	2022/WI	CS*3873	NET-CENTRIC COMPUTING		4.00		FR01B		
5091054	BSSWE	2022/WI	SWE*4203	SOFTWARE EVOL'N.& MAINTENANCE		4.00		FR01B		
5091054	BSSWE	2021/FA	CS*3383	ALGORITHM DESIGN & ANALYSIS		4.00		FR01A		
5091054	BSSWE	2021/FA	CS*4725	INTRO ARTIFICIAL INTELL		3.00		FR01A		
5091054	BSSWE	2021/FA	ECE*3221	COMPUTER ORGANIZATION		4.00		FR01A		
5091054	BSSWE	2021/SM	CS*COOP	CO-OP WORK TERM		0.00		FR01		
5091054	BSSWE	2021/FA	CHEM*1303	INTRO TO ENVIRONMENTAL CHEM		3.00		FR01A		
5091054	BSSWE	2022/WI	ECE*4242	COMPUTER ARCHITECTURE		4.00		FR01B		
5091054	BSSWE	2021/FA	MAAC*3601	GAME DESIGN I		3.00		FR01A		
5906712	BSSWE	2020/FA	ENGG*1001	ENG PRACTICE LECTURE SERIES	CR	0.00		FR01A		
5906712	BSSWE	2020/FA	ENGG*1003	ENG. TECHNICAL COMMUNICATIONS	F	4.00	0.0	FR02A		
5906712	BSSWE	2020/FA	ENGG*1015	INTRO TO ENG DESIGN & PROB SOL	A+	2.00	8.6	FR02A		
5906712	BSSWE	2020/FA	MATH*1003	INTRO TO CALCULUS I	B	3.00	9.0	FR05A		
5906712	BSSWE	2020/FA	MATH*1503	INTRODUC.TO LINEAR ALGEBRA	C	3.00	6.0	FR01A		
5906712	BSSWE	2020/FA	PHYS*1081	FOUNDATIONS OF PHYS FOR ENGG	B-	5.00	13.5	FR03A		
5906712	BSSWE	2020/FA	CS*1073	INTR COMP PROG I (IN JAVA)	B+	4.00	13.2	FR01A		
5906712	BSSWE	2021/WI	CHEM*1982	GENERAL APPLIED CHEMISTRY	C-	3.00	9.90	FR01B		
5906712	BSSWE	2021/WI	INFO*1103	DATA & INFORMATION MANAGEMENT	B	4.00	12.0	SJ01B		
5906712	BSSWE	2021/WI	ECE*1813	ELECTRICITY & MAGNETISM	D	4.00	4.0	FR02B		
5906712	BSSWE	2021/WI	CS*1083	INTRO COMP PROG II (IN JAVA)	D	4.00	4.0	FR03B		
5906712	BSSWE	2021/WI	CHEM*1985	GENERAL APPLIED CHEMISTRY LAB	F	2.00	0.0	FR02B		
5906712	BSSWE	2021/WI	MATH*1013	INTRODUCTION TO CALCULUS II	B	3.00	9.0	SJ01B		
5906712	BSSWE	2021/FA	STAT*2593	PROB & STAT FOR ENG		3.00		FR01A		
5906712	BSSWE	2021/FA	CS*2253	MACHINE LEVEL PROGRAMMING		4.00		FR01A		
5906712	BSSWE	2021/FA	CS*2043	SOFTWARE ENGINEERING I		4.00		FR01A		
5906712	BSSWE	2021/FA	CS*2545	DATA SCI FOR BIG DATA ANALYTIC		3.00		FR01A		
5906712	BSSWE	2021/FA	CS*2263	SYSTEMS SOFTWARE DEVELOPMENT		4.00		FR01A		
5458398	BSE.UNDC	2018/FA	APSC*1013	MECHANICS I	A+	5.00	21.5	SJ01A	BSSWE	
5458398	BSE.UNDC	2018/FA	CS*1073	INTRO TO COM PROGRAM I IN JAVA	A	4.00	16.0	SJ01A	BSSWE	
5458398	BSE.UNDC	2018/FA	ENGG*1001	ENG PRACTICE LECTURE SERIES	CR	0.00		SJ01A	BSSWE	
5458398	BSE.UNDC	2018/FA	ENGG*1003	ENG TECHNICAL COMMUNICATION	A	4.00	16.0	SJ01A	BSSWE	
5458398	BSE.UNDC	2018/FA	ENGG*1015	INTRO ENG DESIGN & PROBLEM SOL	B	2.00	6.0	SJ01A	BSSWE	
5458398	BSE.UNDC	2018/FA	MATH*1003	INTRO TO CALCULUS I	A+	3.00	12.9	SJ01A	BSSWE	
5458398	BSE.UNDC	2018/FA	MATH*1503	INTRO TO LINEAR ALGEBRA	A	3.00	12.0	SJ01A	BSSWE	
5458398	BSSWE	2019/WI	CHEM*1872	GENERAL PHYSICAL & INORGANIC	A+	3.00	12.9	SJ01B		
5458398	BSSWE	2019/WI	CS*1083	INTRO COMP PROGRAM II IN JAVA	A-	4.00	14.8	SJ01B		
5458398	BSSWE	2019/WI	ECE*1813	ELECTRICITY AND MAGNETISM	A	4.00	16.0	SJ01B		
5458398	BSSWE	2019/WI	INFO*1103	DATA & INFORMATION MANAGEMENT	A-	4.00	14.8	SJ01B		
5458398	BSSWE	2019/WI	CHEM*1877	GEN PHYSICAL & INORGANIC LAB	A+	2.00	8.6	SJ02B		
5458398	BSSWE	2019/FA	ECE*2214	DIGITAL LOGIC DESIGN	A	3.00	12.0	FR01A		
5458398	BSSWE	2019/FA	ECE*2215	DIGITAL LOGIC DESIGN LAB	A	1.00	4.0	FR02A		
5458398	BSSWE	2019/FA	CS*1303	DISCRETE STRUCTURES	A-	4.00	14.8	FR01A		
5458398	BSSWE	2019/FA	ECE*2701	ELECTR.CIRCUITS & ELECTRONICS	A	4.00	16.0	FR02A		
5458398	BSSWE	2019/FA	CS*2043	SOFTWARE ENGINEERING I	A-	4.00	14.8	FR01A		
5458398	BSSWE	2019/FA	CS*2613	PROG LANG LAB	B-	4.00	10.8	FR01A		
5458398	BSSWE	2020/WI	STAT*2593	PROB & STAT FOR ENG	A	3.00	12.0	FR02B		
5458398	BSSWE	2020/WI	CS*2333	COMPUTAB.& FORMAL LANG.	A	4.00	16.0	FR01B		
5458398	BSSWE	2020/WI	CS*3113	INTRO TO NUMERICAL METHODS	A-	4.00	14.8	FR01B		
5458398	BSSWE	2020/WI	SOCI*3373	SOCIOLOGY OF SCIENCE	CR	3.00		FR01B		
5458398	BSSWE	2020/WI	CS*2383	DATA STRUCTURES AND ALGORITHMS	A+	4.00	17.2	FR01B		
5458398	BSSWE	2020/SM	ENGL*1103	FUND'LS OF CLEAR WRITING	B+	3.00	9.9	FRE1A		
5458398	BSSWE	2020/SM	CS*2263	SYSTEMS SOFTWARE DEVELOPMENT	A	4.00	16.0	FRE1A		
5458398	BSSWE	2020/SM	CE*3963	ENGINEERING ECONOMY	A-	3.00	11.1	FRL		
5458398	BSSWE	2020/FA	CS*3383	ALGORITHM DESIGN & ANALYSIS	C-	4.00	13.20	FR01A		
5458398	BSSWE	2020/FA	ECE*3221	COMPUTER ORGANIZATION	CR	4.00		FR02A		
5458398	BSSWE	2020/FA	SWE*4103	SOFTWARE QUALITY & PROJ.MGMT.	C	4.00	8.0	FR01A		
5458398	BSSWE	2020/FA	CS*3413	OPERATING SYSTEMS I	B	4.00	12.0	FR01A		
5458398	BSSWE	2021/WI	CS*3503	SYST. ANAL., DESIGN & PRO.MGMT	A+	4.00	17.2	FR01B		
5458398	BSSWE	2021/WI	SWE*4403	SOFTWARE ARCH.& DESIGN PATTERN	B	4.00	12.0	FR01B		
5458398	BSSWE	2021/WI	ECE*4242	COMPUTER ARCHITECTURE	B	4.00	12.0	FR01B		
5458398	BSSWE	2021/WI	ECE*3232	EMBEDDED SYSTEMS DESIGN	W	4.00		FR02B		
5458398	BSSWE	2021/WI	CS*3543	DATABASE SYSTEMS & ADMIN	A	3.00	12.0	FR01B		
5458398	BSSWE	2021/FA	CLAS*1503	INTRO TO MYTHOLOGY		3.00		FR01A		
5458398	BSSWE	2021/FA	CS*3035	BUILDING USER INTERFACES		3.00		FR01A		
5458398	BSSWE	2022/WI	CS*2063	INTRO TO MOBILE APPLICATION DEVELOPMENT		4.00		FR01B		
5458398	BSSWE	2022/WI	CS*3873	NET-CENTRIC COMPUTING		4.00		FR01B		
5458398	BSSWE	2022/WI	ECE*3232	EMBEDDED SYSTEMS DESIGN		4.00		FR01B		
5458398	BSSWE	2022/WI	SWE*4203	SOFTWARE EVOL'N.& MAINTENANCE		4.00		FR01B		
5458398	BSSWE	2021/FA	ENGG*4000	SENIOR DESIGN PROJECT		0.00		FR01X		
5458398	BSSWE	2022/WI	ENGG*4000	SENIOR DESIGN PROJECT		8.00		FR01Y		
5458398	BSSWE	2021/FA	CS*4545	BIG DATA SYSTEMS		3.00		FR01A		
5458398	BSSWE	2021/FA	ENGG*4013	LAW AND ETHICS FOR ENGINEERS		3.00		FR02A		
5335495	BSE.UNDC	2018/FA	CS*1003	PROG & PROBLEM SOLVING FOR ENG	B-	4.00	10.8	FR02A		
5335495	BSE.UNDC	2018/FA	ENGG*1001	ENG PRACTICE LECTURE SERIES	CR	0.00		FR01A		
5335495	BSE.UNDC	2018/FA	ENGG*1003	ENG. TECHNICAL COMMUNICATIONS	C	4.00	8.0	FR10A		
5335495	BSE.UNDC	2018/FA	ENGG*1015	INTRO TO ENG DESIGN & PROB SOL	A	2.00	8.0	FR10A		
5335495	BSE.UNDC	2018/FA	MATH*1003	INTRO TO CALCULUS I	C+	3.00	6.9	FR24A		
5335495	BSE.UNDC	2018/FA	MATH*1503	INTRODUC.TO LINEAR ALGEBRA	C	3.00	6.0	FR01A		
5335495	BSE.UNDC	2018/FA	PHYS*1081	FOUNDATIONS OF PHYS FOR ENGG	C	5.00	10.0	FR01A		
5335495	BSE.EE	2019/WI	CHEM*1982	GENERAL APPLIED CHEMISTRY	B+	3.00	9.9	FR01B		
5335495	BSE.EE	2019/WI	MATH*1013	INTRO TO CALCULUS II	F	3.00	0.0	FR03B		
5335495	BSE.EE	2019/WI	ECE*1813	ELECTRICITY & MAGNETISM	B	4.00	12.0	FR04B		
5335495	BSE.EE	2019/WI	ENGG*1082	MECHANICS FOR ENGINEERS	B	4.00	12.0	FR02B		
5335495	BSE.EE	2019/WI	ANTH*1001	INTRO TO SOCIO-CULTURAL ANTH	A-	3.00	11.1	FR01B		
5335495	BSE.EE	2019/WI	CHEM*1987	GENERAL APPLIED CHEMISTRY LAB	F	2.00	0.0	FR03B		
5335495	BSE.EE	2019/SM	MATH*1013	INTRO TO CALCULUS II	F	3.00	0.0	FRL		
5335495	BSE.EE	2019/FA	CS*1023	DATA STRUCTURES & ALGORITHMS	A	4.00	16.0	FR01A		
5335495	BSE.EE	2019/FA	RCLP*2042	SCIENCE AND SOCIETY	A	3.00	12.0	FR01A		
5335495	BSE.EE	2020/WI	APSC*2023	SURVEY OF 19TH & 20TH C PHYSIC	W	3.00		FR01B		
5335495	BSE.EE	2020/WI	APSC*2028	SURV.OF 19TH & 20TH C.PHYS.LAB	W	2.00		FR01B		
5335495	BSE.EE	2020/WI	CS*3113	INTRO TO NUMERICAL METHODS	A	4.00	16.0	FR01B		
5335495	BSE.EE	2019/FA	CHEM*1303	INTRO TO ENVIRONMENTAL CHEM	A+	3.00	12.9	FR01A		
5335495	BSE.EE	2019/FA	MATH*1013	INTRO TO CALCULUS II	A	3.00	12.0	FR04A		
5335495	BSE.EE	2020/WI	MATH*2513	MULTIVARIABLE CALC.FOR ENG.	W	4.00		FR01B		
5335495	BSE.EE	2020/WI	STAT*2593	PROB & STAT FOR ENG	CR	3.00		FR02B		
5335495	BSE.EE	2020/FA	CS*1303	DISCRETE STRUCTURES	B+	4.00	13.2	FR01A		
5335495	BSSWE	2021/WI	CS*1083	INTRO COMP PROG II (IN JAVA)	A+	4.00	17.2	FR02B		
5335495	BSE.EE	2020/FA	CS*1073	INTR COMP PROG I (IN JAVA)	C-	4.00	10.80	FR04A		
5335495	BSE.EE	2020/FA	TME*2001	CREATI'TY, INNOV&VALU CREAT'N	C+	3.00	6.9	FR01A		
5335495	BSSWE	2021/WI	CE*3963	ENGINEERING ECONOMY	D	3.00	3.0	FR01B		
5335495	BSSWE	2021/WI	CS*2333	COMPUTAB.& FORMAL LANG.	A+	4.00	17.2	FR01B		
5335495	BSSWE	2021/FA	CS*COOP	CO-OP WORK TERM		0.00		FR01A		
5033284	BCSSE	2014/FA	CS*1073	INTR COMP PROG I (IN JAVA)	B-	4.00	10.8	FR04A	BSSWE	
5033284	BCSSE	2014/FA	CS*1303	DISCRETE STRUCTURES	A	4.00	16.0	FR01A	BSSWE	
5033284	BCSSE	2014/FA	MATH*2213	LINEAR ALGEBRA I	B+	3.00	9.9	FR01A	BSSWE	
5033284	BCSSE	2014/FA	INFO*1103	DATA & INFORMATION MANAGEMENT	W	4.00		FR01A		
5033284	BCSSE	2014/FA	CS*1003	PROG & PROBLEM SOLVING FOR ENG	A	4.00	16.0	FR02A		
5033284	BCSSE	2015/WI	CS*1083	INTRO COMP PROG II (IN JAVA)	B-	4.00	10.8	FR04B	BSSWE	
5033284	BCSSE	2015/WI	MATH*2513	MULTIVARIABLE CALC.FOR ENG.	A-	4.00	14.8	FR01B		
5033284	BCSSE	2015/WI	ECON*1073	ECONOMICS FOR ENGINEERS	A-	3.00	11.1	FR01B		
5033284	BCSSE	2015/WI	INFO*1103	DATA & INFORMATION MANAGEMENT	B	4.00	12.0	FR03B	BSSWE	
5033284	BCSSE	2015/SM	CS*2333	COMPUTAB.& FORMAL LANG.	C+	4.00	9.2	FRE1A	BSSWE	
5033284	BCSSE	2015/SM	STAT*2593	PROB STATS FOR ENGIN	C-	3.00	9.90	FRE1A	BSSWE	
5033284	BCSSE	2015/FA	ECE*1813	ELECTRICITY & MAGNETISM	D	4.00	4.0	FR01A		
5033284	BSSWE	2021/WI	CS*2043	SOFTWARE ENGINEERING I	W	4.00		FR01B		
5033284	BSSWE	2021/WI	CS*2383	DATA STRUCTURES AND ALGORITHMS	W	4.00		FR01B		
5033284	BSSWE	2021/WI	CS*2613	PROG LANG LAB	W	4.00		FR01B		
5033284	BSSWE	2021/WI	ECE*1813	ELECTRICITY & MAGNETISM	B	4.00	12.0	FR01B		
5033284	BSSWE	2021/FA	CS*2043	SOFTWARE ENGINEERING I		4.00		FR02A		
5033284	BSSWE	2021/FA	CS*2263	SYSTEMS SOFTWARE DEVELOPMENT		4.00		FR01A		
5033284	BSSWE	2021/FA	CS*2383	DATA STRUCTURES AND ALGORITHMS		4.00		FR01A		
5033284	BSSWE	2021/FA	ECE*2215	DIGITAL LOGIC DESIGN LAB		1.00		FR02A		
5033284	BSSWE	2021/FA	ECE*2701	ELECTR.CIRCUITS & ELECTRONICS		4.00		FR02A		
5033284	BSSWE	2021/FA	ECE*2214	DIGITAL LOGIC DESIGN		3.00		FR01A		
5759162	BSSWE	2021/SM	ECE*1813	ELECTRICITY & MAGNETISM	A	4.00	16.0	FRE1A		
5759162	BSSWE	2021/SM	CS*1073	INTR COMP PROG I (IN JAVA)	A-	4.00	14.8	FRLN		
5759162	BSSWE	2021/FA	ECE*2701	ELECTR.CIRCUITS & ELECTRONICS		4.00		FR02A		
5759162	BSSWE	2021/FA	CS*1303	DISCRETE STRUCTURES		4.00		FR01A		
5759162	BSSWE	2021/FA	ECE*2021	ELECTRICAL DESIGN EXPER & MEAS		2.00		FR02A		
5759162	BSSWE	2021/FA	ECE*2214	DIGITAL LOGIC DESIGN		3.00		FR01A		
5759162	BSSWE	2021/FA	ECE*2215	DIGITAL LOGIC DESIGN LAB		1.00		FR01A		
5759162	BSSWE	2022/WI	CS*2333	COMPUTAB.& FORMAL LANG.		4.00		FR01B		
5759162	BSSWE	2022/WI	STAT*2593	PROB & STAT FOR ENG		3.00		FR02B		
5759162	BSSWE	2022/WI	CS*2613	PROG LANG LAB		4.00		FR01B		
5759162	BSSWE	2022/WI	SOCI*3373	SOCIOLOGY OF SCIENCE		3.00		FR01B		
5759162	BSSWE	2022/WI	CS*2043	SOFTWARE ENGINEERING I		4.00		FR01B		
